id,group,site,mound,grave,name,raion,oblast,latitude,longitude,interment,sex,age,grave_type,shaft,gangway,steps,dromos,entrance_screen,boards,organic_lining,body_position,leg_position,ochre,charcoal,chalk,fire,mask,tar,animal_bones,axe_hammer,macehead,arrowhead,spearhead,bow,bronze_knife,bola,wooden_javelin,polishing_plate,arrow_straightener,awl,grindstone,scraper,punch,hammerstone,perforator,casting_mould,tuyere,digging_tool,adze,melting_pot,flint_knife,wooden_cup,wooden_bowl,pottery,body_ornament
66,Donetsk-Luhansk,Artemovsk,1,1,Artemovsk 1/1,Artemovsk,Donetsk,48.61,38,single,NA,adult,pit with niche,circular,absent,absent,absent,present,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,present,present,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
67,Donetsk-Luhansk,Artemovsk,2,1,Artemovsk 2/1,Artemovsk,Donetsk,48.61,38,single,NA,NA,pit with niche,circular,absent,present,absent,present,absent,present,NA,NA,present,present,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
68,Donetsk-Luhansk,Artemovsk,2,3,Artemovsk 2/3,Artemovsk,Donetsk,48.61,38,single,NA,adult,pit with niche,circular,absent,present,present,present,absent,absent,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
69,Donetsk-Luhansk,Artemovsk,2,4,Artemovsk 2/4,Artemovsk,Donetsk,48.61,38,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
70,Donetsk-Luhansk,Artemovsk,2,6,Artemovsk 2/6,Artemovsk,Donetsk,48.61,38,single,NA,NA,pit with niche,circular,absent,present,present,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
71,Donetsk-Luhansk,Artemovsk,4,1,Artemovsk 4/1,Artemovsk,Donetsk,48.61,38,single,NA,adult,pit with niche,circular,absent,present,present,absent,absent,present,supine,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,present,absent,present,present,present,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
72,Donetsk-Luhansk,Artemovsk,4,2,Artemovsk 4/2,Artemovsk,Donetsk,48.61,38,single,NA,adult,pit with niche,circular,absent,present,absent,present,absent,present,left side,bent,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
73,Donetsk-Luhansk,Artemovsk,4,3,Artemovsk 4/3,Artemovsk,Donetsk,48.61,38,single,NA,adult,pit with niche,h elliptical,absent,absent,absent,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present
74,Donetsk-Luhansk,Bobrikove,1,3,Bobrikove 1/3,Antratsyt,Luhansk,47.93,39.23,single,NA,juvenile,pit with niche,h elliptical,absent,present,present,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
75,Donetsk-Luhansk,Bobrikove,1,4,Bobrikove 1/4,Antratsyt,Luhansk,47.93,39.23,single,NA,adult,NA,NA,absent,present,present,absent,absent,present,NA,NA,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
76,Donetsk-Luhansk,Chernukhino,1,4,Chernukhino 1/4,Antratsyt,Luhansk,48.32,38.52,single,NA,adult,pit with niche,circular,absent,present,present,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
77,Donetsk-Luhansk,Chernukhino,1,6,Chernukhino 1/6,Antratsyt,Luhansk,48.32,38.52,single,male,adult,pit with niche,h elliptical,present,present,present,absent,absent,present,supine,extended,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
78,Donetsk-Luhansk,Chernukhino,1,7,Chernukhino 1/7,Antratsyt,Luhansk,48.32,38.52,single,NA,adult,pit with niche,circular,absent,present,present,present,absent,absent,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
79,Donetsk-Luhansk,Chernukhino,1,9,Chernukhino 1/9,Antratsyt,Luhansk,48.32,38.52,single,male,adult,pit with niche,h elliptical,absent,absent,absent,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
80,Donetsk-Luhansk,Chernukhino,1,10,Chernukhino 1/10,Antratsyt,Luhansk,48.32,38.52,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,NA,NA,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
81,Donetsk-Luhansk,Ivano-Darevka,1,3,Ivano-Darevka 1/3,Artemovsk,Donetsk,48.81,38.2,single,NA,juvenile,pit with niche,circular,absent,present,present,absent,absent,present,NA,NA,present,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
82,Donetsk-Luhansk,Ivano-Darevka,1,6,Ivano-Darevka 1/6,Artemovsk,Donetsk,48.81,38.2,twin,NA,NA,pit with niche,circular,absent,present,absent,present,absent,present,NA,NA,absent,present,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
83,Donetsk-Luhansk,Ivano-Darevka,1,8,Ivano-Darevka 1/8,Artemovsk,Donetsk,48.81,38.2,single,NA,adult,pit with niche,circular,absent,present,present,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
84,Donetsk-Luhansk,Ivano-Darevka,1,9,Ivano-Darevka 1/9,Artemovsk,Donetsk,48.81,38.2,single,NA,adult,pit with niche,h elliptical,absent,present,present,present,absent,absent,left side,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
85,Donetsk-Luhansk,Ivano-Darevka,1,10,Ivano-Darevka 1/10,Artemovsk,Donetsk,48.81,38.2,single,NA,adult,pit with niche,circular,absent,absent,absent,present,absent,absent,left side,bent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
86,Donetsk-Luhansk,Ivano-Darevka,1,11,Ivano-Darevka 1/11,Artemovsk,Donetsk,48.81,38.2,single,NA,adult,NA,NA,absent,present,present,present,absent,present,left side,bent,present,present,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
87,Donetsk-Luhansk,Ivano-Darevka,1,12,Ivano-Darevka 1/12,Artemovsk,Donetsk,48.81,38.2,single,NA,NA,pit with niche,circular,absent,present,absent,present,absent,present,left side,bent,present,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
88,Donetsk-Luhansk,Ivano-Darevka,1,14,Ivano-Darevka 1/14,Artemovsk,Donetsk,48.81,38.2,single,NA,adult,pit with niche,circular,absent,present,present,absent,absent,present,left side,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
89,Donetsk-Luhansk,Ivano-Darevka,1,17,Ivano-Darevka 1/17,Artemovsk,Donetsk,48.81,38.2,single,NA,juvenile,pit with niche,circular,absent,present,absent,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
90,Donetsk-Luhansk,Ivano-Darevka,1,18,Ivano-Darevka 1/18,Artemovsk,Donetsk,48.81,38.2,single,NA,juvenile,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
91,Donetsk-Luhansk,Ivano-Darevka,1,19,Ivano-Darevka 1/19,Artemovsk,Donetsk,48.81,38.2,single,NA,juvenile,pit with niche,t rectangular,absent,present,absent,absent,absent,present,left side,bent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
92,Donetsk-Luhansk,Ivano-Darevka,2,2,Ivano-Darevka 2/2,Artemovsk,Donetsk,48.81,38.2,single,NA,adult,NA,NA,absent,absent,absent,present,absent,absent,supine,bent,present,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
93,Donetsk-Luhansk,Ivano-Darevka,2,3,Ivano-Darevka 2/3,Artemovsk,Donetsk,48.81,38.2,single,NA,adult,pit with niche,t elliptical,absent,present,present,absent,absent,absent,left side,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
94,Donetsk-Luhansk,Ivano-Darevka,2,5,Ivano-Darevka 2/5,Artemovsk,Donetsk,48.81,38.2,single,NA,NA,pit with niche,circular,absent,present,present,present,absent,present,supine,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
95,Donetsk-Luhansk,Ivano-Darevka,2,6,Ivano-Darevka 2/6,Artemovsk,Donetsk,48.81,38.2,collective,NA,NA,catacomb,t elliptical,absent,present,present,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
96,Donetsk-Luhansk,Ivano-Darevka,4,1,Ivano-Darevka 4/1,Artemovsk,Donetsk,48.81,38.2,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,absent,NA,NA,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
97,Donetsk-Luhansk,Ivano-Darevka,4,2,Ivano-Darevka 4/2,Artemovsk,Donetsk,48.81,38.2,single,NA,NA,pit with niche,circular,absent,present,present,present,absent,present,NA,NA,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
98,Donetsk-Luhansk,Kindrativka,1,6,Kindrativka 1/6,Dobropillia,Donetsk,48.59,37.57,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
99,Donetsk-Luhansk,Kindrativka,1,9,Kindrativka 1/9,Dobropillia,Donetsk,48.59,37.57,single,NA,adult,pit with niche,circular,absent,present,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
100,Donetsk-Luhansk,Kindrativka,1,10,Kindrativka 1/10,Dobropillia,Donetsk,48.59,37.57,single,NA,adult,pit with niche,h elliptical,absent,present,present,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,present,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
101,Donetsk-Luhansk,Kindrativka,2,8,Kindrativka 2/8,Dobropillia,Donetsk,48.59,37.57,single,NA,NA,NA,NA,absent,absent,absent,present,absent,absent,NA,NA,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
102,Donetsk-Luhansk,Kindrativka,3,4,Kindrativka 3/4,Dobropillia,Donetsk,48.59,37.57,single,NA,adult,NA,NA,absent,absent,absent,present,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
103,Donetsk-Luhansk,Kindrativka,3,7,Kindrativka 3/7,Dobropillia,Donetsk,48.59,37.57,single,NA,adult,pit with niche,t rectangular,absent,present,present,present,absent,present,left side,bent,present,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
104,Donetsk-Luhansk,Kindrativka,3,10,Kindrativka 3/10,Dobropillia,Donetsk,48.59,37.57,single,NA,adult,NA,NA,absent,absent,absent,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,present
105,Donetsk-Luhansk,Kindrativka,3,14,Kindrativka 3/14,Dobropillia,Donetsk,48.59,37.57,single,NA,NA,NA,NA,absent,absent,absent,present,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
106,Donetsk-Luhansk,Kindrativka,4,4,Kindrativka 4/4,Dobropillia,Donetsk,48.59,37.57,single,NA,juvenile,pit with niche,circular,absent,present,absent,absent,absent,present,left side,bent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
107,Donetsk-Luhansk,Krasnaya Zarya,1,1,Krasnaya Zarya 1/1,Perevalsk,Luhansk,48.38,38.68,single,NA,adult,NA,NA,absent,absent,absent,absent,absent,present,left side,bent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent
108,Donetsk-Luhansk,Krasnaya Zarya,1,3,Krasnaya Zarya 1/3,Perevalsk,Luhansk,48.38,38.68,single,NA,adult,pit with niche,t elliptical,absent,present,present,present,absent,absent,supine,bent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
109,Donetsk-Luhansk,Krasnaya Zarya,2,4,Krasnaya Zarya 2/4,Perevalsk,Luhansk,48.38,38.68,single,NA,adult,pit with niche,h elliptical,absent,present,present,present,absent,present,NA,NA,absent,present,present,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent
110,Donetsk-Luhansk,Krasnaya Zarya,2,5,Krasnaya Zarya 2/5,Perevalsk,Luhansk,48.38,38.68,single,NA,adult,pit with niche,h elliptical,absent,present,absent,absent,absent,absent,left side,bent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent
